5	कृष्ट-समीकृतम्	[["1.1", "कृष्ट-", "कर्मधारयः,1.2"], ["1.2", "समीकृतम्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कृष्ट-", "-,-"], ["1.2", "समीकृतम्", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
30	अहः-अतिसृता	[["1.1", "अहः-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "अतिसृता", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "अहः-", "-,-"], ["1.2", "अतिसृता", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
32	रात्रि-अतिसृताः	[["1.1", "रात्रि-", "द्वितीया-तत्पुरुषः,1.2"], ["1.2", "अतिसृताः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "रात्रि-", "-,-"], ["1.2", "अतिसृताः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
43	नख-निर्भिन्नः	[["1.1", "नख-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "निर्भिन्नः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "नख-", "-,-"], ["1.2", "निर्भिन्नः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
48	कण्टक-संचेय	[["1.1", "कण्टक-", "तृतीया-तत्पुरुषः,1.2"], ["1.2", "संचेय", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कण्टक-", "-,-"], ["1.2", "संचेय", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
56	वने-कसेरुकाः	[["1.1", "वने-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "कसेरुकाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "वने-", "-,-"], ["1.2", "कसेरुकाः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
57	कूपे-पिशाचकाः	[["1.1", "कूपे-", "सप्तमी-तत्पुरुषः,1.2"], ["1.2", "पिशाचकाः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कूपे-", "-,-"], ["1.2", "पिशाचकाः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
101	युव-जरन्	[["1.1", "युव-", "कर्मधारयः,1.2"], ["1.2", "जरन्", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "युव-", "-,-"], ["1.2", "जरन्", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
102	युव-जरती	[["1.1", "युव-", "कर्मधारयः,1.2"], ["1.2", "जरती", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "युव-", "-,-"], ["1.2", "जरती", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
130	कतर-कालापः	[["1.1", "कतर-", "कर्मधारयः,1.2"], ["1.2", "कालापः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कतर-", "-,-"], ["1.2", "कालापः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
132	कतम-कालापः	[["1.1", "कतम-", "कर्मधारयः,1.2"], ["1.2", "कालापः", "कर्ता,2.1"], ["2.1", "अस्ति", "-,-"]]	Success	[["1.1", "कतम-", "-,-"], ["1.2", "कालापः", "-,-"], ["2.1", "अस्ति", "-,-"], ["3.1", ".", "-,-"]]	0.0	0.0	0.0	False
